locus	log2FoldChange_25C	FoldChange_25	pvalue_25C	padj_25C	log2FoldChange_29C	FoldChange_29	pvalue_29C	padj_29C	log2FoldChange_33C	FoldChange_33	pvalue_33C	padj_33C	log2FoldChange_37C	FoldChange_37	pvalue_37C	padj_37C	log2FoldChange_41C	FoldChange_41	pvalue_41C	padj_41C	gene	product	locusNumber
PROKKA_02718_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47612595636768	-2.78200681954265	0.00081530089388175	0.0318231413680727	n/a	"hypothetical protein"	PROKKA_02718
PROKKA_02737_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88671660661771	3.69792664508341	7.20368780624153e-06	0.00162041811710113	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_02737
PROKKA_02868_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59042944400717	-3.01138975549447	9.52210018066492e-05	0.0111891783167724	-1.50409462714099	-2.83646611059013	0.000299019154091691	0.0143425057940199	cdrB_2	"cyclic diguanylate-regulated TPS partner B CdrB"	PROKKA_02868
PROKKA_02869_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.261275729206	-2.39707613030188	9.56278112450648e-06	0.000694898526863793	n/a	"hemagglutinin"	PROKKA_02869
PROKKA_02871_sense	NA	NA	NA	NA	NA	NA	NA	NA	1.57260921452644	2.97442172862624	3.6356532935875e-06	0.000676231512607275	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"filamentous hemagglutinin"	PROKKA_02871
PROKKA_03123_sense	NA	NA	NA	NA	-1.36789503737107	-2.58093719914736	9.01138261535474e-06	0.0029221141088483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"transposase"	PROKKA_03123
PROKKA_03125_sense	NA	NA	NA	NA	-2.25582330050246	-4.77606774562577	8.90877341318519e-07	0.000536499061761174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"phage tail protein"	PROKKA_03125
PROKKA_03451_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.9732214345202	-3.92643886536306	0.00056272964545776	0.0242764044659203	n/a	"hypothetical protein"	PROKKA_03451
PROKKA_03503_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.79415634217155	-6.93625213610124	9.49581630002915e-08	9.17633127802622e-06	n/a	"hypothetical protein"	PROKKA_03503
PROKKA_03522_sense	NA	NA	NA	NA	-1.33599035789803	-2.52448719202077	1.67939617754755e-05	0.00512028616580044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_03522
PROKKA_03575_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96135440888919	3.89427403684857	3.48696640566416e-05	0.00499143391123525	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_03575
PROKKA_03624_antis	-4.96144455299657	-31.1561389671729	1.49790908935857e-05	0.0288916705155481	-2.58678314237011	-6.00757661548984	6.94689073839474e-06	0.00234276943261624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	parR_1	"two-component response regulator ParR"	PROKKA_03624
PROKKA_03625_antis	-3.35858991443116	-10.2573767518602	9.99928302161337e-07	0.00321443618201465	-3.3372172401676	-10.106539816993	8.47808660403582e-10	1.78696870396565e-06	-4.21624367555081	-18.5872788932529	5.73896232906101e-05	0.00765339353618929	NA	NA	NA	NA	NA	NA	NA	NA	parS_1	"two-component sensor ParS"	PROKKA_03625
PROKKA_03626_antis	NA	NA	NA	NA	-1.89951216528294	-3.73087019168755	0.000106932924399249	0.0176774801100013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"putative beta-lactamase"	PROKKA_03626
PROKKA_03630_sense	NA	NA	NA	NA	NA	NA	NA	NA	0.921441750683263	1.89400711534036	0.000621572684465052	0.0499235878840794	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"tRNA-Leu"	PROKKA_03630
PROKKA_03655_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03967072249733	-2.05575839804551	1.57651289544589e-05	0.0010628783793702	cmpX	"hypothetical protein"	PROKKA_03655
PROKKA_03704_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26596077161449	-2.40487310589493	0.000258950419694056	0.0127160600409099	mucR_2	"MucR"	PROKKA_03704
PROKKA_03753_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.57923880243448	-5.97624296559987	0.00054619433827173	0.023720088357107	n/a	"hypothetical protein"	PROKKA_03753
PROKKA_03826_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.20184893233193	-2.3003429002889	0.00118453270876629	0.0426122382284172	aer_3	"aerotaxis receptor Aer"	PROKKA_03826
PROKKA_03876_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.32331371164456	-2.50240224428818	0.000404230023827561	0.018382932357177	aer_4	"aerotaxis receptor Aer"	PROKKA_03876
PROKKA_03892_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.9960758175278	-3.98913463971825	0.000151934625630087	0.00796087894401993	hemN_2	"oxygen-independent coproporphyrinogen III oxidase"	PROKKA_03892
PROKKA_03893_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.96928925896014	-7.83150325460425	8.51078645034852e-18	2.56414038024406e-15	n/a	"hypothetical protein"	PROKKA_03893
PROKKA_03972_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.95576196345971	-3.87920754120889	0.00104025849049526	0.0390238603379954	n/a	"P9"	PROKKA_03972
PROKKA_04085_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.27050178263166	-2.41245458341785	0.000234487372599023	0.0116530554599339	n/a	"putative flagellar hook-length control protein FliK"	PROKKA_04085
PROKKA_04103_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.55126884781985	-2.9307478464476	1.68988031340718e-06	0.000136908706735787	bdlA_2	"BdlA"	PROKKA_04103
PROKKA_04242_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.05374129998821	-4.15181252408878	1.4512864181157e-05	0.000992329954400954	dctA_3	"C4-dicarboxylate transport protein"	PROKKA_04242
PROKKA_04298_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.969771218957181	-1.95852998894729	0.000509814041555051	0.0224000412423913	n/a	"hypothetical protein"	PROKKA_04298
PROKKA_04336_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.11724803445088	-2.16932774595589	2.02326581532463e-06	0.000568898991573242	-2.82454788688423	-7.08391983953722	2.16785924094759e-27	2.8023605905647e-24	n/a	"signal transduction histidine kinase"	PROKKA_04336
PROKKA_04337_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.65077093791741	-12.5600555335045	2.32536922772716e-27	2.8023605905647e-24	fliS	"flagellar protein FliS"	PROKKA_04337
PROKKA_04339_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47662646385074	-2.78297213567089	5.18624780077371e-10	6.75683987125126e-08	fliD	"flagellar capping protein FliD"	PROKKA_04339
PROKKA_04340_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.73694559507471	-6.66657425188131	2.32241453732292e-13	4.39027422633928e-11	n/a	"flagellar protein FlaG protein"	PROKKA_04340
PROKKA_04341_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.866247809832405	-1.82291565421152	6.30133780955187e-05	0.00787467183723839	-3.6355630487919	-12.4283515370069	1.57597253502098e-55	1.51939512101373e-51	fliC	"flagellin type B"	PROKKA_04341
PROKKA_04356_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.28793164956264	-2.44177733872544	2.87586793031822e-06	0.000223598731582242	flgL	"flagellar hook-associated protein type 3 FlgL"	PROKKA_04356
PROKKA_04357_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06747939695235	-2.09576854698235	0.000356585490632333	0.0165280803614727	flgK	"flagellar hook-associated protein 1 FlgK"	PROKKA_04357
PROKKA_04358_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.00525399729081	-2.00729686559145	0.00128477082397712	0.0454184840092628	flgJ	"flagellar protein FlgJ"	PROKKA_04358
PROKKA_04362_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.47818334398979	-2.78597699297151	5.57043988433038e-06	0.000419567272850228	flgF	"flagellar basal-body rod protein FlgF"	PROKKA_04362
PROKKA_04363_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35004064932399	-2.54919307959989	1.6450440637143e-05	0.00110137984849094	flgE	"flagellar hook protein FlgE"	PROKKA_04363
PROKKA_04364_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.40485122379433	-2.64790474469156	4.80992870918128e-05	0.00282759284665955	flgD	"flagellar basal-body rod modification protein FlgD"	PROKKA_04364
PROKKA_04365_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.22261588477954	-2.33369477845487	0.000202258497324116	0.0101034931228073	flgC	"flagellar basal-body rod protein FlgC"	PROKKA_04365
PROKKA_04448_sense	NA	NA	NA	NA	-0.778962030170893	-1.715895900148	0.000280513689918271	0.0363847833800145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phnA	"anthranilate synthase component I"	PROKKA_04448
PROKKA_04456_sense	-2.34937163081248	-5.09602244138273	1.90584844819152e-05	0.0306333373905984	-1.68778740369507	-3.22162238923364	1.91714991159889e-06	0.000850710047615276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cupC2	"chaperone CupC2"	PROKKA_04456
PROKKA_04462_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.29842380314521	-4.91920031101567	0.000679163534426009	0.0275118304008452	n/a	"tRNA-Lys"	PROKKA_04462
PROKKA_04487_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.973128286285575	-1.96309268065444	0.000532070678698929	0.0445637495042199	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04488_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.45960184094293	-2.75032448919857	0.000311453703614021	0.0291913691494427	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04488
PROKKA_04529_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.49787267299931	-5.6485190778543	0.000110134157498541	0.00610231846231861	mgtE	"putative Mg transporter MgtE"	PROKKA_04529
PROKKA_04648_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15036551087031	-2.2197012404923	1.92583871604388e-06	0.000152188615257205	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04674_sense	NA	NA	NA	NA	-1.5666137419692	-2.96208643960946	0.000256231595058565	0.0337545090302932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ampDh3	"AmpDh3"	PROKKA_04674
PROKKA_04784_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3481584315165	2.54586943331291	4.75253466891592e-07	0.000155902939368229	NA	NA	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04784_sense	NA	NA	NA	NA	NA	NA	NA	NA	1.34200572352717	2.53503510115859	0.000409841216360752	0.0349006953884072	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04785_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28614002014333	2.43874686818969	0.000400455084168886	0.0354245267152993	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_sense	NA	NA	NA	NA	NA	NA	NA	NA	1.39097158244991	2.62255237007993	0.000586280187417886	0.0476302110881565	0.85905304688481	1.81384735053508	0.000213589683636996	0.0221262049904483	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04884_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.76787981576867	-3.40553112017894	4.21756523302704e-07	3.56680231680822e-05	pctA_2	"chemotactic transducer PctA"	PROKKA_04884
PROKKA_04890_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.19112773290436	-2.28331156446452	1.25293208495056e-07	1.19599190406024e-05	mvaT_1	"transcriptional regulator MvaT P16 subunit"	PROKKA_04890
PROKKA_04901_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.00201357157434	-8.01117340723347	2.03231570484373e-05	0.00131500373895292	n/a	"putative lipoprotein"	PROKKA_04901
PROKKA_04963_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76907633448314	3.408356715199	4.99155152106787e-05	0.00644237461071596	NA	NA	NA	NA	groEL_1	"GroEL protein"	PROKKA_04963
PROKKA_04965_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.70773759607863	3.26648178787422	4.75501217132869e-05	0.00281245842599877	n/a	"Pseudomon-groES"	PROKKA_04965
PROKKA_05072_sense	NA	NA	NA	NA	-1.18177941209031	-2.26856408015986	2.77644050521816e-08	2.764333096595e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	magD	"MagD"	PROKKA_05072
PROKKA_05073_sense	NA	NA	NA	NA	-0.839842061730873	-1.78985418779882	0.000194566054048116	0.0273397733613278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	magC	"MagC"	PROKKA_05073
PROKKA_05103_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.44581958652796	-2.72417538143165	0.000360436344778299	0.0166266354067349	pctB_4	"chemotactic transducer PctB"	PROKKA_05103
PROKKA_05110_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.51835769004208	-2.8646476317346	0.000771510287926431	0.0303597170853009	n/a	"ISPsy2 transposase"	PROKKA_05110
PROKKA_05111_antis	NA	NA	NA	NA	NA	NA	NA	NA	-2.58131383507448	-5.98484479846759	5.85844474439289e-05	0.00766805323210536	NA	NA	NA	NA	NA	NA	NA	NA	pilA	"type 4 fimbrial precursor PilA"	PROKKA_05111
PROKKA_05128_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.23116255811565	-9.39024342828099	5.26846190267837e-15	1.24000991486062e-12	soj_4	"chromosome partitioning protein Soj"	PROKKA_05128
PROKKA_05129_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64175669436694	-3.12045562204337	3.71540967274335e-07	0.000127180088493515	-3.13451665931066	-8.78179988403439	1.38046383308459e-15	3.59704103101852e-13	n/a	"hypothetical protein"	PROKKA_05129
PROKKA_05130_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.44538959616961	-10.8934542847746	2.80869140856341e-08	2.91630399824432e-06	n/a	"hypothetical protein"	PROKKA_05130
PROKKA_05131_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.48616186673701	-2.80142693716393	8.95904776310548e-06	0.00185617323786656	-3.29960485142938	-9.84645803076247	6.23310066031589e-19	2.40373293864422e-16	n/a	"hypothetical protein"	PROKKA_05131
PROKKA_05132_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.4615921017227	-2.75412130020889	0.000272079628251748	0.0261229623564148	-3.35217308206657	-10.2118552071633	9.65171497306321e-14	1.9385871678188e-11	n/a	"hypothetical protein"	PROKKA_05132
PROKKA_05133_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.19152727799802	-18.271552003658	2.95470314570057e-07	2.58966300251811e-05	n/a	"hypothetical protein"	PROKKA_05133
PROKKA_05134_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53056255445329	-2.88898468200165	2.55262764342836e-07	9.13492610759612e-05	-3.29690581559486	-9.82805421132215	2.23141773061004e-21	1.34456864630071e-18	n/a	"hypothetical protein"	PROKKA_05134
PROKKA_05135_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.22728871364351	-9.36506309052132	8.45239565588763e-11	1.18100792055671e-08	n/a	"hypothetical protein"	PROKKA_05135
PROKKA_05136_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.32542188039487	-2.50606160569079	9.69307048446586e-05	0.0112225799888529	-2.94035973041741	-7.67602670351003	2.879473522673e-19	1.15670850967043e-16	dnaB_2	"replicative DNA helicase"	PROKKA_05136
PROKKA_05137_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.99248500403269	-3.97921818015569	3.1798744792954e-07	2.73724730847205e-05	n/a	"hypothetical protein"	PROKKA_05137
PROKKA_05139_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.79844048140671	-6.95688022034721	0.000671538238267316	0.0273177221735662	n/a	"hypothetical protein"	PROKKA_05139
PROKKA_05140_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.43368482552662	-5.40271591947567	0.000498517782896727	0.0220468346096667	n/a	"hypothetical protein"	PROKKA_05140
PROKKA_05141_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.79325162459995	-6.93190375908555	2.1967635363072e-07	1.97934553771381e-05	n/a	"hypothetical protein"	PROKKA_05141
PROKKA_05142_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.44183806509053	-5.43333524074253	1.80096810957268e-05	0.00118116554723743	n/a	"hypothetical protein"	PROKKA_05142
PROKKA_05143_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.58077805682694	-2.99131130013541	3.04526025237078e-05	0.00479506679338302	-2.59927283750186	-6.05981116570197	3.58349569254774e-11	5.398200308102e-09	n/a	"nucleoid-associated protein NdpA"	PROKKA_05143
PROKKA_05144_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.53882650048016	-5.81116130191799	1.46133765862819e-08	1.58300633335218e-06	amrZ_2	"alginate and motility regulator Z"	PROKKA_05144
PROKKA_05145_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.935080493668647	-1.91199731011199	0.000232954697085736	0.02292565412695	-1.54144875490844	-2.9108666608533	9.51802850122002e-08	9.17633127802622e-06	n/a	"transcriptional regulator"	PROKKA_05145
PROKKA_05146_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69606651541925	-3.24016327873247	2.07688123661576e-05	0.0013348808001475	n/a	"coproporphyrinogen III oxidase"	PROKKA_05146
PROKKA_05147_antis	NA	NA	NA	NA	-1.11631164154006	-2.16792018304221	3.47948344680992e-05	0.00837763267894313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05147_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.39422746230074	-2.62847764017012	1.78521931252823e-05	0.00117885612274552	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05150_antis	NA	NA	NA	NA	-2.35178947729565	-5.10457014565878	3.50186006691043e-06	0.00147620911120609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05150_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.79224332002793	-3.46353036004577	1.45188427299025e-06	0.000423358699305638	-2.43872064521836	-5.42160739813971	3.54756253582734e-11	5.398200308102e-09	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05151_antis	NA	NA	NA	NA	-2.09876436971967	-4.28342363919261	4.08645638071402e-05	0.00861322843644998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05151_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.51851261265402	-2.8649552660649	3.73107891835911e-06	0.000947573687878752	-3.27881652125981	-9.705594067672	4.20409082789749e-20	2.13324419325051e-17	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05152_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.45773225285159	-2.74676265286853	1.01799190792362e-05	0.0019082500693054	-2.66573311922261	-6.34549679835555	7.27259465942597e-18	2.26177693908148e-15	n/a	"putative antirepressor"	PROKKA_05152
PROKKA_05153_antis	NA	NA	NA	NA	-1.85459099515382	-3.61649208737983	0.000158957776627285	0.0245322004558192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05153_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.31916207494016	-2.49521144459771	1.00329739498518e-05	0.0019082500693054	-2.61771432253278	-6.13776888396077	1.59051077210797e-20	8.51895241882942e-18	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05154_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.77376031218698	-3.41944056217095	8.85882188729833e-05	0.00496557568694437	n/a	"hypothetical protein"	PROKKA_05154
PROKKA_05155_antis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.69601846270679	-6.48011071692068	0.0011503622249689	0.041851480041227	n/a	"hypothetical protein"	PROKKA_05155
PROKKA_05157_sense	NA	NA	NA	NA	-1.00941812512415	-2.01309900334114	1.77957414683147e-06	0.000833532757329785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	n/a	"nucleic acid binding protein"	PROKKA_05157
PROKKA_05159_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.54649871340442	-2.92107360875532	2.16921935317384e-05	0.00363367318458248	-2.81532954230142	-7.03880023578489	5.8786469474323e-18	1.88920117400649e-15	topA_3	"DNA topoisomerase I"	PROKKA_05159
PROKKA_05160_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10297424031142	-2.14797059033413	0.00018979375159949	0.00963053452195098	n/a	"cspA"	PROKKA_05160
PROKKA_05162_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.38976317719694	-2.62035663285549	1.18250379420197e-05	0.000844482894807495	n/a	"hypothetical protein"	PROKKA_05162
PROKKA_05163_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.70647137619849	-6.52723226106418	1.20964034543275e-12	2.12038955823947e-10	n/a	"SNF2 family helicase"	PROKKA_05163
PROKKA_05166_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.39619799385797	-5.26414049531355	2.47636953555819e-07	2.21061839743671e-05	n/a	"type IV B pilus protein"	PROKKA_05166
PROKKA_05167_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.52625952312868	-2.88038073556566	4.31111825848457e-05	0.00606097036590161	-2.39545974736182	-5.26144745276721	7.09454366299932e-12	1.19997360447327e-09	n/a	"type IVB pilus formation outer membrane protein"	PROKKA_05167
PROKKA_05168_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.30822966467398	-4.95274953583472	2.08723072380508e-07	1.91647537220998e-05	n/a	"type IV b pilus protein"	PROKKA_05168
PROKKA_05170_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.20569090352021	-4.61295399194837	2.81315498222924e-08	2.91630399824432e-06	xcpR_4	"general secretion pathway protein E"	PROKKA_05170
PROKKA_05171_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.87395234901213	-3.6653535131988	0.000102881116974865	0.0117388845499002	-3.21213195164973	-9.26719000573214	4.17698918666697e-11	6.19543888440866e-09	xcpS_4	"general secretion pathway protein F"	PROKKA_05171
PROKKA_05172_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.49350476504158	-2.81572173309723	9.71646851448875e-06	0.0019082500693054	-2.64302732022831	-6.24641022762999	1.49587251041034e-13	2.94320548425838e-11	n/a	"type IV B pilus protein"	PROKKA_05172
PROKKA_05173_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.10410593073114	-4.29931235936918	6.34865146740466e-06	0.000474475572071692	pilT_2	"twitching motility protein PilT"	PROKKA_05173
PROKKA_05174_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.59067971464501	-3.01191219980035	2.38034016466658e-06	0.000186576093719922	n/a	"type IV pilus protein PilV"	PROKKA_05174
PROKKA_05176_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2473272360118	-2.37401201410782	0.000193316542627542	0.00974164378557142	n/a	"radC"	PROKKA_05176
PROKKA_05177_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.74647418369643	-3.35537539828313	1.57301282237353e-05	0.00275207332234374	-2.75060110096342	-6.72997479162915	7.4422280182784e-17	2.06863988287379e-14	n/a	"hypothetical protein"	PROKKA_05177
PROKKA_05178_sense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.08152470215448	-2.1162714663735	4.76112828132191e-05	0.00635328185743176	-2.03708137664726	-4.10414407314411	5.27335406174518e-15	1.24000991486062e-12	n/a	"hypothetical protein"	PROKKA_05178
