locus	log2FoldChange_25C	pvalue_25C	log2FoldChange_29C	pvalue_29C	log2FoldChange_33C	pvalue_33C	log2FoldChange_37C	pvalue_37C	log2FoldChange_41C	pvalue_41C	gene	product	locusNumber
PROKKA_03630_sense	NA	NA	NA	NA	0.921441750683263	0.000621572684465052	NA	NA	NA	NA	n/a	"tRNA-Leu"	PROKKA_03630
PROKKA_03655_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.03967072249733	1.57651289544589e-05	cmpX	"hypothetical protein"	PROKKA_03655
PROKKA_03704_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.26596077161449	0.000258950419694056	mucR_2	"MucR"	PROKKA_03704
PROKKA_03753_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.57923880243448	0.00054619433827173	n/a	"hypothetical protein"	PROKKA_03753
PROKKA_03826_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.20184893233193	0.00118453270876629	aer_3	"aerotaxis receptor Aer"	PROKKA_03826
PROKKA_03838_igbot	NA	NA	NA	NA	NA	NA	NA	NA	3.18447302200456	0.000991996993941451	htpG_1	"heat shock protein HtpG"	PROKKA_03838
PROKKA_03842_igtop	NA	NA	NA	NA	1.41853224275684	1.21351701437437e-05	NA	NA	NA	NA	n/a	"putative lipoprotein"	PROKKA_03842
PROKKA_03863_igtop	NA	NA	NA	NA	NA	NA	NA	NA	1.25822973366106	0.000259117634862033	n/a	"hypothetical protein"	PROKKA_03863
PROKKA_03876_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.32331371164456	0.000404230023827561	aer_4	"aerotaxis receptor Aer"	PROKKA_03876
PROKKA_03892_antis	NA	NA	NA	NA	NA	NA	NA	NA	-1.9960758175278	0.000151934625630087	hemN_2	"oxygen-independent coproporphyrinogen III oxidase"	PROKKA_03892
PROKKA_03893_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.96928925896014	8.51078645034852e-18	n/a	"hypothetical protein"	PROKKA_03893
PROKKA_03913_igbot	NA	NA	NA	NA	1.32083416589784	0.000370335999858347	NA	NA	NA	NA	n/a	"putative chromosome segregation protein"	PROKKA_03913
PROKKA_03972_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.95576196345971	0.00104025849049526	n/a	"P9"	PROKKA_03972
PROKKA_04085_igbot	NA	NA	NA	NA	1.18221084601905	0.000246507004432747	NA	NA	NA	NA	n/a	"putative flagellar hook-length control protein FliK"	PROKKA_04085
PROKKA_04085_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.27050178263166	0.000234487372599023	n/a	"putative flagellar hook-length control protein FliK"	PROKKA_04085
PROKKA_04103_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.09499562880479	1.43941396729514e-05	bdlA_2	"BdlA"	PROKKA_04103
PROKKA_04103_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.55126884781985	1.68988031340718e-06	bdlA_2	"BdlA"	PROKKA_04103
PROKKA_04242_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.05374129998821	1.4512864181157e-05	dctA_3	"C4-dicarboxylate transport protein"	PROKKA_04242
PROKKA_04271_igtop	NA	NA	NA	NA	NA	NA	NA	NA	1.06196579586366	0.000133947548468528	n/a	"phage integrase"	PROKKA_04271
PROKKA_04298_sense	NA	NA	NA	NA	NA	NA	NA	NA	-0.969771218957181	0.000509814041555051	n/a	"hypothetical protein"	PROKKA_04298
PROKKA_04336_sense	NA	NA	NA	NA	NA	NA	-1.11724803445088	2.02326581532463e-06	-2.82454788688423	2.16785924094759e-27	n/a	"signal transduction histidine kinase"	PROKKA_04336
PROKKA_04337_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-3.5287663302463	1.9697585128385e-16	fliS	"flagellar protein FliS"	PROKKA_04337
PROKKA_04337_sense	NA	NA	NA	NA	NA	NA	NA	NA	-3.65077093791741	2.32536922772716e-27	fliS	"flagellar protein FliS"	PROKKA_04337
PROKKA_04339_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.47662646385074	5.18624780077371e-10	fliD	"flagellar capping protein FliD"	PROKKA_04339
PROKKA_04340_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-3.13052872268455	9.66894871215573e-06	n/a	"flagellar protein FlaG protein"	PROKKA_04340
PROKKA_04340_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.73694559507471	2.32241453732292e-13	n/a	"flagellar protein FlaG protein"	PROKKA_04340
PROKKA_04341_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-3.98249495390452	1.28224126447579e-19	fliC	"flagellin type B"	PROKKA_04341
PROKKA_04341_sense	NA	NA	NA	NA	NA	NA	-0.866247809832405	6.30133780955187e-05	-3.6355630487919	1.57597253502098e-55	fliC	"flagellin type B"	PROKKA_04341
PROKKA_04356_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.28793164956264	2.87586793031822e-06	flgL	"flagellar hook-associated protein type 3 FlgL"	PROKKA_04356
PROKKA_04357_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.06747939695235	0.000356585490632333	flgK	"flagellar hook-associated protein 1 FlgK"	PROKKA_04357
PROKKA_04358_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.00525399729081	0.00128477082397712	flgJ	"flagellar protein FlgJ"	PROKKA_04358
PROKKA_04362_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.47818334398979	5.57043988433038e-06	flgF	"flagellar basal-body rod protein FlgF"	PROKKA_04362
PROKKA_04363_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.35004064932399	1.6450440637143e-05	flgE	"flagellar hook protein FlgE"	PROKKA_04363
PROKKA_04364_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.40485122379433	4.80992870918128e-05	flgD	"flagellar basal-body rod modification protein FlgD"	PROKKA_04364
PROKKA_04365_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.22261588477954	0.000202258497324116	flgC	"flagellar basal-body rod protein FlgC"	PROKKA_04365
PROKKA_04448_sense	NA	NA	-0.778962030170893	0.000280513689918271	NA	NA	NA	NA	NA	NA	phnA	"anthranilate synthase component I"	PROKKA_04448
PROKKA_04454_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.3444494524416	0.000721997313314211	ogt	"methylated-DNA--protein-cysteine methyltransferase"	PROKKA_04454
PROKKA_04456_sense	-2.34937163081248	1.90584844819152e-05	-1.68778740369507	1.91714991159889e-06	NA	NA	NA	NA	NA	NA	cupC2	"chaperone CupC2"	PROKKA_04456
PROKKA_04462_antis	NA	NA	NA	NA	NA	NA	NA	NA	-2.29842380314521	0.000679163534426009	n/a	"tRNA-Lys"	PROKKA_04462
PROKKA_04487_antis	NA	NA	NA	NA	NA	NA	-0.973128286285575	0.000532070678698929	NA	NA	n/a	"hypothetical protein"	PROKKA_04487
PROKKA_04488_sense	NA	NA	NA	NA	NA	NA	-1.45960184094293	0.000311453703614021	NA	NA	n/a	"hypothetical protein"	PROKKA_04488
PROKKA_04504_igtop	NA	NA	NA	NA	1.46549986396324	0.00039638259254466	NA	NA	-1.08553921108589	0.000273383685373708	n/a	"nucleoprotein/polynucleotide-associated enzyme"	PROKKA_04504
PROKKA_04529_antis	NA	NA	NA	NA	NA	NA	NA	NA	-2.49787267299931	0.000110134157498541	mgtE	"putative Mg transporter MgtE"	PROKKA_04529
PROKKA_04623_igtop	NA	NA	NA	NA	1.2692547654976	7.27688549673532e-05	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_04623
PROKKA_04648_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-1.23284600013632	0.000121860939931824	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04648_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.23748673009288	3.73915367474056e-05	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04648_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.15036551087031	1.92583871604388e-06	n/a	"hypothetical protein"	PROKKA_04648
PROKKA_04674_sense	NA	NA	-1.5666137419692	0.000256231595058565	NA	NA	NA	NA	NA	NA	ampDh3	"AmpDh3"	PROKKA_04674
PROKKA_04693_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-0.961817654556903	0.00107010293354366	n/a	"hypothetical protein"	PROKKA_04693
PROKKA_04721_igbot	NA	NA	NA	NA	1.15397056277747	4.54334788840531e-05	NA	NA	NA	NA	nadB	"L-aspartate oxidase"	PROKKA_04721
PROKKA_04784_antis	NA	NA	NA	NA	NA	NA	1.3481584315165	4.75253466891592e-07	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04784_sense	NA	NA	NA	NA	1.34200572352717	0.000409841216360752	NA	NA	NA	NA	n/a	"nucleoid-associated protein ndpA"	PROKKA_04784
PROKKA_04785_antis	NA	NA	NA	NA	NA	NA	1.28614002014333	0.000400455084168886	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_igtop	NA	NA	NA	NA	NA	NA	1.6406358902202	9.29560289619625e-06	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04785_sense	NA	NA	NA	NA	1.39097158244991	0.000586280187417886	0.85905304688481	0.000213589683636996	NA	NA	n/a	"hypothetical protein"	PROKKA_04785
PROKKA_04884_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.93889522257876	2.22905765978304e-09	pctA_2	"chemotactic transducer PctA"	PROKKA_04884
PROKKA_04884_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.76787981576867	4.21756523302704e-07	pctA_2	"chemotactic transducer PctA"	PROKKA_04884
PROKKA_04890_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.19112773290436	1.25293208495056e-07	mvaT_1	"transcriptional regulator MvaT P16 subunit"	PROKKA_04890
PROKKA_04901_sense	NA	NA	NA	NA	NA	NA	NA	NA	-3.00201357157434	2.03231570484373e-05	n/a	"putative lipoprotein"	PROKKA_04901
PROKKA_04963_antis	NA	NA	NA	NA	NA	NA	1.76907633448314	4.99155152106787e-05	NA	NA	groEL_1	"GroEL protein"	PROKKA_04963
PROKKA_04964_igbot	NA	NA	NA	NA	NA	NA	NA	NA	1.79920724528066	3.13338686330364e-05	groES	"GroES protein"	PROKKA_04964
PROKKA_04965_sense	NA	NA	NA	NA	NA	NA	NA	NA	1.70773759607863	4.75501217132869e-05	n/a	"Pseudomon-groES"	PROKKA_04965
PROKKA_04987_igbot	NA	NA	NA	NA	1.88147009820234	4.02239124319907e-05	NA	NA	NA	NA	ftsA	"cell division protein FtsA"	PROKKA_04987
PROKKA_05001_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-0.797471553359394	0.00125754499701735	n/a	"RNaseP_bact_a"	PROKKA_05001
PROKKA_05072_sense	NA	NA	-1.18177941209031	2.77644050521816e-08	NA	NA	NA	NA	NA	NA	magD	"MagD"	PROKKA_05072
PROKKA_05073_sense	NA	NA	-0.839842061730873	0.000194566054048116	NA	NA	NA	NA	NA	NA	magC	"MagC"	PROKKA_05073
PROKKA_05103_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.44581958652796	0.000360436344778299	pctB_4	"chemotactic transducer PctB"	PROKKA_05103
PROKKA_05104_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-3.32547160935568	2.42477897629139e-15	ampE	"inner membrane protein AmpE"	PROKKA_05104
PROKKA_05110_antis	NA	NA	NA	NA	NA	NA	NA	NA	-1.51835769004208	0.000771510287926431	n/a	"ISPsy2 transposase"	PROKKA_05110
PROKKA_05110_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-0.889296365463131	0.000259834439172208	n/a	"ISPsy2 transposase"	PROKKA_05110
PROKKA_05111_antis	NA	NA	NA	NA	-2.58131383507448	5.85844474439289e-05	NA	NA	NA	NA	pilA	"type 4 fimbrial precursor PilA"	PROKKA_05111
PROKKA_05111_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.54657467108037	0.000409322385836767	pilA	"type 4 fimbrial precursor PilA"	PROKKA_05111
PROKKA_05112_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.11101780728164	0.000612254256806917	pilB	"type 4 fimbrial biogenesis protein PilB"	PROKKA_05112
PROKKA_05128_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-3.73294664315865	9.09336508126668e-08	soj_4	"chromosome partitioning protein Soj"	PROKKA_05128
PROKKA_05128_sense	NA	NA	NA	NA	NA	NA	NA	NA	-3.23116255811565	5.26846190267837e-15	soj_4	"chromosome partitioning protein Soj"	PROKKA_05128
PROKKA_05129_sense	NA	NA	NA	NA	NA	NA	-1.64175669436694	3.71540967274335e-07	-3.13451665931066	1.38046383308459e-15	n/a	"hypothetical protein"	PROKKA_05129
PROKKA_05130_sense	NA	NA	NA	NA	NA	NA	NA	NA	-3.44538959616961	2.80869140856341e-08	n/a	"hypothetical protein"	PROKKA_05130
PROKKA_05131_sense	NA	NA	NA	NA	NA	NA	-1.48616186673701	8.95904776310548e-06	-3.29960485142938	6.23310066031589e-19	n/a	"hypothetical protein"	PROKKA_05131
PROKKA_05132_sense	NA	NA	NA	NA	NA	NA	-1.4615921017227	0.000272079628251748	-3.35217308206657	9.65171497306321e-14	n/a	"hypothetical protein"	PROKKA_05132
PROKKA_05133_sense	NA	NA	NA	NA	NA	NA	NA	NA	-4.19152727799802	2.95470314570057e-07	n/a	"hypothetical protein"	PROKKA_05133
PROKKA_05134_sense	NA	NA	NA	NA	NA	NA	-1.53056255445329	2.55262764342836e-07	-3.29690581559486	2.23141773061004e-21	n/a	"hypothetical protein"	PROKKA_05134
PROKKA_05135_sense	NA	NA	NA	NA	NA	NA	NA	NA	-3.22728871364351	8.45239565588763e-11	n/a	"hypothetical protein"	PROKKA_05135
PROKKA_05136_sense	NA	NA	NA	NA	NA	NA	-1.32542188039487	9.69307048446586e-05	-2.94035973041741	2.879473522673e-19	dnaB_2	"replicative DNA helicase"	PROKKA_05136
PROKKA_05137_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.99248500403269	3.1798744792954e-07	n/a	"hypothetical protein"	PROKKA_05137
PROKKA_05138_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.97160161340713	3.35460527808456e-05	n/a	"hypothetical protein"	PROKKA_05138
PROKKA_05139_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.79844048140671	0.000671538238267316	n/a	"hypothetical protein"	PROKKA_05139
PROKKA_05140_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.43368482552662	0.000498517782896727	n/a	"hypothetical protein"	PROKKA_05140
PROKKA_05141_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.79325162459995	2.1967635363072e-07	n/a	"hypothetical protein"	PROKKA_05141
PROKKA_05142_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.44183806509053	1.80096810957268e-05	n/a	"hypothetical protein"	PROKKA_05142
PROKKA_05143_sense	NA	NA	NA	NA	NA	NA	-1.58077805682694	3.04526025237078e-05	-2.59927283750186	3.58349569254774e-11	n/a	"nucleoid-associated protein NdpA"	PROKKA_05143
PROKKA_05144_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.53882650048016	1.46133765862819e-08	amrZ_2	"alginate and motility regulator Z"	PROKKA_05144
PROKKA_05145_sense	NA	NA	NA	NA	NA	NA	-0.935080493668647	0.000232954697085736	-1.54144875490844	9.51802850122002e-08	n/a	"transcriptional regulator"	PROKKA_05145
PROKKA_05146_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.69606651541925	2.07688123661576e-05	n/a	"coproporphyrinogen III oxidase"	PROKKA_05146
PROKKA_05147_antis	NA	NA	-1.11631164154006	3.47948344680992e-05	NA	NA	NA	NA	NA	NA	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05147_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.39422746230074	1.78521931252823e-05	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05150_antis	NA	NA	-2.35178947729565	3.50186006691043e-06	NA	NA	NA	NA	NA	NA	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05150_igtop	NA	NA	NA	NA	NA	NA	-2.3789503820062	4.5087270812621e-05	-2.33340021641062	4.93826029895477e-05	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05150_sense	NA	NA	NA	NA	NA	NA	-1.79224332002793	1.45188427299025e-06	-2.43872064521836	3.54756253582734e-11	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05151_antis	NA	NA	-2.09876436971967	4.08645638071402e-05	NA	NA	NA	NA	NA	NA	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05151_sense	NA	NA	NA	NA	NA	NA	-1.51851261265402	3.73107891835911e-06	-3.27881652125981	4.20409082789749e-20	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05152_igtop	NA	NA	NA	NA	NA	NA	-1.72250440448771	0.000126641969164009	-4.51816047564304	6.2086646062586e-22	n/a	"putative antirepressor"	PROKKA_05152
PROKKA_05152_sense	NA	NA	NA	NA	NA	NA	-1.45773225285159	1.01799190792362e-05	-2.66573311922261	7.27259465942597e-18	n/a	"putative antirepressor"	PROKKA_05152
PROKKA_05153_antis	NA	NA	-1.85459099515382	0.000158957776627285	NA	NA	NA	NA	NA	NA	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05153_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.87108576234929	0.000178692116433032	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05153_sense	NA	NA	NA	NA	NA	NA	-1.31916207494016	1.00329739498518e-05	-2.61771432253278	1.59051077210797e-20	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05154_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.12608238420019	0.000660781068618944	n/a	"hypothetical protein"	PROKKA_05154
PROKKA_05154_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.77376031218698	8.85882188729833e-05	n/a	"hypothetical protein"	PROKKA_05154
PROKKA_05155_antis	NA	NA	NA	NA	NA	NA	NA	NA	-2.69601846270679	0.0011503622249689	n/a	"hypothetical protein"	PROKKA_05155
PROKKA_05157_sense	NA	NA	-1.00941812512415	1.77957414683147e-06	NA	NA	NA	NA	NA	NA	n/a	"nucleic acid binding protein"	PROKKA_05157
PROKKA_05159_sense	NA	NA	NA	NA	NA	NA	-1.54649871340442	2.16921935317384e-05	-2.81532954230142	5.8786469474323e-18	topA_3	"DNA topoisomerase I"	PROKKA_05159
PROKKA_05160_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.47072785353651	4.07401231345227e-07	n/a	"cspA"	PROKKA_05160
PROKKA_05160_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.10297424031142	0.00018979375159949	n/a	"cspA"	PROKKA_05160
PROKKA_05162_igtop	NA	NA	NA	NA	NA	NA	-1.55442829639759	5.52447465907395e-05	-3.24248711562217	4.79339994900786e-20	n/a	"hypothetical protein"	PROKKA_05162
PROKKA_05162_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.38976317719694	1.18250379420197e-05	n/a	"hypothetical protein"	PROKKA_05162
PROKKA_05163_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.70647137619849	1.20964034543275e-12	n/a	"SNF2 family helicase"	PROKKA_05163
PROKKA_05165_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.83996004813952	1.36902101584443e-09	n/a	"hypothetical protein"	PROKKA_05165
PROKKA_05166_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.39619799385797	2.47636953555819e-07	n/a	"type IV B pilus protein"	PROKKA_05166
PROKKA_05167_sense	NA	NA	NA	NA	NA	NA	-1.52625952312868	4.31111825848457e-05	-2.39545974736182	7.09454366299932e-12	n/a	"type IVB pilus formation outer membrane protein"	PROKKA_05167
PROKKA_05168_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.30822966467398	2.08723072380508e-07	n/a	"type IV b pilus protein"	PROKKA_05168
PROKKA_05170_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.20569090352021	2.81315498222924e-08	xcpR_4	"general secretion pathway protein E"	PROKKA_05170
PROKKA_05171_sense	NA	NA	NA	NA	NA	NA	-1.87395234901213	0.000102881116974865	-3.21213195164973	4.17698918666697e-11	xcpS_4	"general secretion pathway protein F"	PROKKA_05171
PROKKA_05172_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-3.51157135410833	7.70868461920012e-12	n/a	"type IV B pilus protein"	PROKKA_05172
PROKKA_05172_sense	NA	NA	NA	NA	NA	NA	-1.49350476504158	9.71646851448875e-06	-2.64302732022831	1.49587251041034e-13	n/a	"type IV B pilus protein"	PROKKA_05172
PROKKA_05173_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.10410593073114	6.34865146740466e-06	pilT_2	"twitching motility protein PilT"	PROKKA_05173
PROKKA_05174_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.59067971464501	2.38034016466658e-06	n/a	"type IV pilus protein PilV"	PROKKA_05174
PROKKA_05176_igtop	NA	NA	NA	NA	NA	NA	-2.32740406584762	8.23000600601635e-14	-3.62844093041644	5.29773570011568e-44	n/a	"radC"	PROKKA_05176
PROKKA_05176_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.2473272360118	0.000193316542627542	n/a	"radC"	PROKKA_05176
PROKKA_05177_sense	NA	NA	NA	NA	NA	NA	-1.74647418369643	1.57301282237353e-05	-2.75060110096342	7.4422280182784e-17	n/a	"hypothetical protein"	PROKKA_05177
PROKKA_05178_igtop	NA	NA	NA	NA	NA	NA	-1.79460434782932	2.43336068532801e-06	-3.12741367474644	2.92131949282986e-17	n/a	"hypothetical protein"	PROKKA_05178
PROKKA_05178_sense	NA	NA	NA	NA	NA	NA	-1.08152470215448	4.76112828132191e-05	-2.03708137664726	5.27335406174518e-15	n/a	"hypothetical protein"	PROKKA_05178
PROKKA_05179_sense	NA	NA	NA	NA	NA	NA	NA	NA	-1.99381343928043	6.97730180927938e-07	n/a	"hypothetical protein"	PROKKA_05179
PROKKA_05180_sense	NA	NA	NA	NA	NA	NA	-2.02092292614369	1.54038961371499e-15	-2.51694838398602	4.98655130237601e-21	n/a	"radC"	PROKKA_05180
PROKKA_05181_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-2.13782197042139	1.6551115548828e-07	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05181_igtop	NA	NA	NA	NA	NA	NA	-2.00882763861751	8.48240009038043e-15	-2.76385624278002	6.35797967738904e-22	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05181_sense	NA	NA	NA	NA	NA	NA	-1.89120578948124	5.81051896411258e-08	-2.99228951639675	3.5818184715466e-28	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05182_igtop	NA	NA	NA	NA	NA	NA	-1.93018256771481	6.06503396211763e-08	-2.83717719904771	2.37702608385477e-24	n/a	"hypothetical protein"	PROKKA_05182
PROKKA_05182_sense	NA	NA	NA	NA	NA	NA	-1.92594725968411	8.99196953164004e-10	-2.91429099192831	3.46277627001891e-18	n/a	"hypothetical protein"	PROKKA_05182
PROKKA_05183_igtop	NA	NA	NA	NA	NA	NA	-1.80907414176857	4.52835387569372e-06	-3.19872187669957	6.47931929317237e-22	n/a	"hypothetical protein"	PROKKA_05183
PROKKA_05183_sense	NA	NA	NA	NA	NA	NA	-1.94220106870009	1.77605124096844e-08	-3.39312174486887	1.91391758994782e-36	n/a	"hypothetical protein"	PROKKA_05183
PROKKA_05184_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-1.81693522654334	1.8885765536e-06	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05184_igtop	NA	NA	NA	NA	NA	NA	-2.07309001899259	2.33115990169963e-11	-2.98490639828744	8.48216879259968e-29	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05184_sense	NA	NA	NA	NA	NA	NA	-1.98215162563556	4.27606048722997e-09	-2.62623815531222	1.02512736040079e-22	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05185_sense	NA	NA	NA	NA	NA	NA	-2.54586714735381	1.88198591616952e-11	-2.9771061132766	9.09181087347368e-26	n/a	"radC"	PROKKA_05185
PROKKA_05186_igtop	NA	NA	NA	NA	NA	NA	-2.47517666384603	4.48447118699469e-11	-2.90865507561511	2.09410639229075e-14	n/a	"hypothetical protein"	PROKKA_05186
PROKKA_05186_sense	NA	NA	NA	NA	NA	NA	-2.37786531899132	6.58379886117778e-13	-2.79420663710374	8.59606653148828e-20	n/a	"hypothetical protein"	PROKKA_05186
PROKKA_05187_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-2.30033307610278	1.36477498728407e-05	n/a	"hypothetical protein"	PROKKA_05187
PROKKA_05187_sense	NA	NA	NA	NA	NA	NA	-1.6859989741547	1.47022993853318e-05	-2.21195540849751	2.45559078431314e-11	n/a	"hypothetical protein"	PROKKA_05187
PROKKA_05188_sense	NA	NA	NA	NA	NA	NA	-2.06477661766712	7.35927792593249e-08	-2.56929043813669	7.50984295203635e-17	n/a	"hypothetical protein"	PROKKA_05188
PROKKA_05189_sense	NA	NA	NA	NA	NA	NA	-2.18535826289816	4.12068554193793e-09	-2.95043444741055	2.36990160996258e-18	n/a	"hypothetical protein"	PROKKA_05189
PROKKA_05190_igtop	NA	NA	NA	NA	NA	NA	-2.71863436644242	3.13409787029738e-05	-2.3776421294308	1.29549496439654e-08	n/a	"hypothetical protein"	PROKKA_05190
PROKKA_05190_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.40474597634474	4.90384625032557e-13	n/a	"hypothetical protein"	PROKKA_05190
PROKKA_05191_igtop	NA	NA	NA	NA	NA	NA	-2.14348500948094	7.07520530504306e-05	-2.88666143688778	1.78091094154658e-11	n/a	"hypothetical protein"	PROKKA_05191
PROKKA_05191_sense	NA	NA	NA	NA	NA	NA	NA	NA	-2.43193552322327	3.4568409062567e-09	n/a	"hypothetical protein"	PROKKA_05191
PROKKA_05192_sense	NA	NA	NA	NA	NA	NA	-1.93815623854699	0.000462452259756756	-2.32587233668143	2.46779420081291e-09	n/a	"O-methyl transferase family protein"	PROKKA_05192
PROKKA_05199_sense	NA	NA	NA	NA	NA	NA	-1.98932090323662	1.51033481582628e-13	-3.16104591952037	1.07673479789934e-30	n/a	"radC"	PROKKA_05199
PROKKA_05200_antis	NA	NA	NA	NA	NA	NA	NA	NA	-2.12846404714423	3.61109279572307e-05	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05200_igbot	NA	NA	NA	NA	NA	NA	NA	NA	-1.57892619436012	0.000743804227245325	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05200_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.86663425317343	3.8814614701561e-13	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05200_sense	NA	NA	NA	NA	NA	NA	-0.948728332709833	6.69891076904256e-06	-1.94997304200733	1.95853715486295e-14	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05201_igtop	NA	NA	NA	NA	NA	NA	NA	NA	-1.42869619176062	1.80659060103836e-06	n/a	"hypothetical protein"	PROKKA_05201
PROKKA_05201_sense	NA	NA	NA	NA	NA	NA	-0.746907948666677	0.000204324283758873	-1.53643950768594	4.6109465972687e-10	n/a	"hypothetical protein"	PROKKA_05201
PROKKA_05204_sense	NA	NA	NA	NA	NA	NA	-1.67693959545629	0.000283447418361707	-3.83106245421294	2.27169809341736e-19	n/a	"methyl-accepting chemotaxis protein"	PROKKA_05204
